苛	kē	small, petty; harsh, rigorous	艸 140.5	8		1001	3095
若	ruò	if, supposing, assuming; similar	艸 140.5	8	6	1002	651
茂	mào	thick, lush, dense; talented	艸 140.5	8	6	1003	2309
苹	píng	artemisia; duckweed; apple	艸 140.5	8	1	1004	2478
苗	miáo	sprouts; Miao nationality	艸 140.5	8	5	1005	1920
英	yīng	petal, flower, leaf; brave, a hero; England, English	艸 140.5	8	5	1006	371
苟	gǒu	careless, frivolous; illicit; grammatical particle: if, but, if only; surname; grass name; distinguish DKW 30853 (ji4)	艸 140.5	8	6	1007	2886
苑	yuàn	pasture, park, garden; mansion	艸 140.5	8		1008	2853
苞	bāo	a variety of rush; firm, enduring; to burst forth	艸 140.5	8		1009	3798
范	fàn	surname; bee-like insect	艸 140.5	8 9	5	1010	705
直	zhí	straight, erect, vertical	目 109.3	8	3	1011	255
茁	zhuó	to sprout, flourish; sprouts appearing above-ground; vigorous	艸 140.5	8		1012	4472
茄	jiā	eggplant	艸 140.5	8		1013	3136
茎	jīng	stem, stalk	艸 140.5	8	6	1014	2675
苔	tái	moss, lichen	艸 140.5	8		1015	3106
茅	máo	reeds, rushes, grass; surname	艸 140.5	8		1016	2339
枉	wǎng	useless, in vain; bent, crooked	木 75.4	8	6	1017	2918
林	lín	forest, grove; surname	木 75.4	8	4	1018	364
枝	zhī	branches, limbs; branch off	木 75.4	8	6	1019	1491
杯	bēi	cup, glass	木 75.4	8	1	1020	1396
枢	shū	door hinge; pivot; center of power	木 75.4	8		1021	2616
柜	guì	cabinet, cupboard; shop counter	木 75.5	8	5	1022	1994
枚	méi	stalk of shrub, trunk of tree	木 75.4	8	6	1023	1884
析	xī	split wood; break apart; divide	木 75.4	8	5	1024	1073
板	bǎn	plank, board; iron or tin plate	木 75.4	8	3	1025	930
松	sōng	pine tree; fir tree	木 75.4	8	4	1026	895
枪	qiāng	spear, lance; gun, rifle	木 75.4	8	5	1027	874
枫	fēng	maple tree	木 75.4	8		1028	3229
构	gòu	frame, building, structure	木 75.4	8	5	1029	511
杭	háng	cross stream; navigate	木 75.4	8		1030	2346
杰	jié	hero; heroic, outstanding	木 75.4	8	6	1031	1129
述	shù	narrate, state, express	辵 162.5	8	5	1032	674
枕	zhěn	pillow	木 75.4	8	6	1033	2605
丧	sàng	mourning; mourn; funeral	十 24.6	8	6	1034	1404
或	huò	or, either, else; perhaps, maybe	戈 62.4	8	3	1035	160
画	huà	a painting, picture, drawing; to draw	田 102.3	8	3	1036	883
卧	wò	lie down; crouch	臣 131.2	8	5	1037	1944
事	shì	affair, matter, business; to serve; accident, incident	亅 6.7	8	2	1038	58
刺	cì	stab; prick, irritate; prod	刀 18.6	8	5	1039	1058
枣	zǎo	date tree; dates, jujubes; surname	木 75.4	8		1040	2851
雨	yǔ	rain; rainy; KangXi radical 173	雨 173.0	8	1	1041	928
卖	mài	sell; betray; show off	十 24.6	8	2	1042	974
郁	yù	sweet smelling, rich in aroma; (Cant.) to move, hit	邑 163.6	8	6	1043	1915
矾	fán	alum	石 112.3	8		1044	4601
矿	kuàng	mine; mineral, ore	石 112.3	8	4	1045	1385
码	mǎ	number, numerals; yard; symbol	石 112.3	8	4	1046	1345
厕	cè	mingle with; toilet, lavatory	厂 27.6	8	4	1047	2920
奈	nài	but, how; bear, stand, endure	大 37.5	8	5	1048	1624
奔	bēn	run fast, flee; rush about; run	大 37.6	8	6	1049	1285
奇	qí	strange, unusual, uncanny, occult	大 37.5	8	3	1050	563
奋	fèn	strive, exert effort; arouse	大 37.5	8	4	1051	1268
态	tài	manner, bearing, attitude	心 61.4	8	4	1052	528
欧	ōu	translit.: Europe; ohm; surname	欠 76.4	8	5	1053	823
殴	ōu	beat, fight with fists, hit	殳 79.4	8	6	1054	3354
垄	lǒng	grave, mound; ridge in field	龍 212.3	8	6	1055	2336
妻	qī	wife	女 38.5	8	2	1056	1076
轰	hōng	rumble, explosion, blast	車 159.4	8	6	1057	1264
顷	qǐng	a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean	頁 181.2	8		1058	2724
转	zhuǎn	shift, move, turn	車 159.4	8	4	1059	376
斩	zhǎn	cut, chop, sever; behead	車 159.4	8	6	1060	2463
轮	lún	wheel; revolve, turn; recur	車 159.4	8	5	1061	1096
软	ruǎn	soft, flexible, pliable; weak	車 159.4	8	5	1062	1043
到	dào	go to, arrive, been to	刀 18.6	8	2	1063	22
非	fēi	not, negative, non-; oppose	非 175.0	8	2	1064	283
叔	shū	uncle	又 29.6	8	3	1065	1422
歧	qí	fork of road; branching off	止 77.4	8	6	1066	2071
肯	kěn	willing; consent to, permit	肉 130.4	8	4	1067	860
齿	chǐ	teeth; gears, cogs; age; simplified form of the KangXi radical number 211	齒 211.0	8	5	1068	1773
些	xiē	little, few; rather, somewhat	二 7.5	8	1	1069	86
卓	zhuō	profound, brilliant, lofty	十 24.6	8	6	1070	1942
虎	hǔ	tiger; brave, fierce; surname	虍 141.2	8	4	1071	1083
虏	lǔ	to capture, imprison, seize; a prison	虍 141.2	8	6	1072	2475
肾	shèn	kidneys; testes, gizzard	肉 130.4	8		1073	2361
贤	xián	virtuous, worthy, good; able	貝 154.4	8	6	1074	1943
尚	shàng	still, yet; even; fairly, rather	小 42.5	8	5	1075	878
旺	wàng	prosper; prosperous; increase	日 72.4	8	6	1076	2198
具	jù	tool, implement; draw up, write	八 12.6	8	4	1077	391
味	wèi	taste, smell, odor; delicacy	口 30.5	8	4	1078	844
果	guǒ	fruit; result	木 75.4	8	1	1079	165
昆	kūn	elder brother; descendants	日 72.4	8	5	1080	1759
国	guó	nation, country, nation-state	囗 31.5	8	1	1081	20
哎	āi	interjection of surprise	口 30.6	8	5	1082	2294
咕	gū	mumble, mutter, murmur; rumble	口 30.5	8		1083	2418
昌	chāng	light of sun; good, proper	日 72.4	8	6	1084	1606
呵	ā	scold; laughing sound; yawn	口 30.5	8	6	1085	1861
畅	chàng	smoothly, freely, unrestrained	日 72.4	8	6	1086	2122
明	míng	bright, light, brilliant; clear	日 72.4	8	1	1087	121
易	yì	change; easy	日 72.4	8	3	1088	461
咙	lóng	throat	口 30.5	8	6	1089	3027
昂	áng	rise, raise; proud, bold; upright	日 72.4	8	6	1090	1952
迪	dí	enlighten, advance; progress	辵 162.5	8		1091	1440
典	diǎn	law, canon; documentation; classic, scripture	八 12.6	8	3	1092	1044
固	gù	to become solid, solidify; strength	囗 31.5	8	5	1093	893
忠	zhōng	loyalty, devotion, fidelity	心 61.4	8	6	1094	1322
呻	shēn	groan, moan; recite with intonation	口 30.5	8	6	1095	2929
咒	zhòu	curse, damn, incantation	口 30.5	8		1096	2286
咋	zǎ	question-forming particle, why? how? what?; to bite; loud	口 30.5	8	6	1097	2830
咐	fù	instruct, order	口 30.5	8	6	1098	2093
呼	hū	breathe sigh, exhale; call, shout	口 30.5	8	4	1099	843
鸣	míng	cry of bird or animal; make sound	口 30.5	8	6	1100	1680
咏	yǒng	sing song or poem, hum, chant	口 30.5	8		1101	3469
呢	ne	interrogative or emphatic final; (Cant.) this	口 30.5	8	1	1102	383
咄	duō	noise of rage, cry out in anger	口 30.5	8		1103	3325
咖	kā	coffee; a phonetic	口 30.5	8	2	1104	2379
岸	àn	bank, shore; beach, coast	山 46.5	8	5	1105	971
岩	yán	cliff; rocks; mountain	山 46.5	8	6	1106	1423
帖	tiē	invitation card; notice	巾 50.5	8	6	1107	2892
罗	luō	net for catching birds; gauze	网 122.3	8		1108	392
帜	zhì	flag, pennant; sign; fasten	巾 50.5	8	6	1109	2813
帕	pà	turban, kerchief, veil; wrap	巾 50.5	8		1110	1519
岭	lǐng	mountain ridge, mountain peak	山 46.5	8		1111	2214
凯	kǎi	triumphant; triumph, victory	几 16.6	8		1112	1447
败	bài	be defeated, decline, fail	貝 154.4	8	4	1113	862
账	zhàng	accounts; bill, debt; credit	貝 154.4	8	5	1114	2179
贩	fàn	peddler, hawker, street merchant	貝 154.4	8	6	1115	2466
贬	biǎn	decrease, lower; censure, criticize	貝 154.5	8	6	1116	2536
购	gòu	buy, purchase; hire	貝 154.4	8	4	1117	1078
贮	zhù	store, stockpile, hoard	貝 154.4	8		1118	2824
图	tú	diagram; chart, map, picture	囗 31.5	8	3	1119	476
钓	diào	fish; fishhook; tempt, lure	金 167.3	8	5	1120	2305
制	zhì	system; establish; overpower	刀 18.6	8	5	1121	163
知	zhī	know, perceive, comprehend	矢 111.3	8	2	1122	123
迭	dié	repeatedly, frequently	辵 162.5	8		1123	3018
氛	fēn	gas, vapor, air	气 84.4	8	5	1124	2009
垂	chuí	let down; suspend, hand; down	土 32.5	8	6	1125	1592
牧	mù	tend cattle, shepherd	牛 93.4	8	6	1126	1580
物	wù	thing, substance, creature	牛 93.4	8	3	1127	142
乖	guāi	rebel; crafty, shrewd	丿 4.7	8	5	1128	2470
刮	guā	shave, pare off, scrape	刀 18.6	8	3	1129	2350
秆	gǎn	straw; stalk of grain	禾 115.3	8		1130	4132
和	hé	harmony, peace; peaceful, calm	口 30.5	8	1	1131	19
季	jì	quarter of year; season; surname	子 39.5	8	3	1132	1279
委	wěi	appoint, send, commission	女 38.5	8	5	1133	457
秉	bǐng	grasp, hold; bundle; authority	禾 115.3	8		1134	2809
佳	jiā	good, auspicious; beautiful; delightful	人 9.6	8	6	1135	1583
侍	shì	serve, attend upon; attendant, servant; samurai	人 9.6	8		1136	1871
岳	yuè	mountain peak; surname	山 46.5	8	6	1137	1844
供	gōng	supply, provide for; offer in worship	人 9.6	8	4	1138	550
使	shǐ	cause, send on a mission, order; envoy, messenger, ambassador	人 9.6	8	4	1139	119
例	lì	precedent, example; regulation	人 9.6	8	4	1140	547
侠	xiá	chivalrous person; knight-errant	人 9.6	8	6	1141	1216
侥	jiǎo	be lucky; by chance, by luck	人 9.6	8	6	1142	3359
版	bǎn	printing blocks; edition	片 91.4	8	5	1143	810
侄	zhí	nephew	人 9.6	8	6	1144	2664
侦	zhēn	spy, reconnoiter; detective	人 9.6	8	6	1145	1479
侣	lǚ	companion; associate with	人 9.6	8	6	1146	2661
侧	cè	side; incline, slant, lean	人 9.6	8	6	1147	1220
凭	píng	lean on, depend on, rely on	几 16.6	8	5	1148	1410
侨	qiáo	sojourn, lodge	人 9.6	8	6	1149	2340
佩	pèi	belt ornament, pendant; wear at waist, tie to the belt; respect	人 9.6	8	5	1150	1507
货	huò	goods, commodities, products	貝 154.4	8	4	1151	818
侈	chǐ	luxurious, extravagant	人 9.6	8	6	1152	3081
依	yī	rely on, be set in; consent, obey a wish	人 9.6	8	5	1153	568
卑	bēi	humble, low, inferior; despise	十 24.6	8	6	1154	2059
的	de	possessive, adjectival suffix	白 106.3	8	1	1155	1
迫	pò	coerce, force, compel; urgent	辵 162.5	8	5	1156	1006
质	zhì	matter, material, substance	厂 27.4	8	4	1157	404
欣	xīn	happy, joyous, delighted	欠 76.4	8	5	1158	1523
征	zhēng	invade, attack, conquer	彳 60.5	8	5	1159	739
往	wǎng	go, depart; past, formerly	彳 60.5	8	2	1160	369
爬	pá	crawl, creep; climb; scramble	爪 87.4	8	3	1161	1426
彼	bǐ	that, there, those	彳 60.5	8	5	1162	1256
径	jìng	narrow path; diameter; direct	彳 60.5	8	6	1163	1307
所	suǒ	place, location; numerary adjunct	戶 63.4	8	2	1164	54
舍	shě	house, dwelling; dwell, reside	舌 135.2	8	5	1165	1344
金	jīn	gold; metals in general; money	金 167.0	8	4	1166	260
刹	shā	temple, shrine, monastary	刀 18.6	8	6	1167	2249
命	mìng	life; destiny, fate, luck; an order, instruction	口 30.5	8	4	1168	258
肴	yáo	cooked or prepared meat	肉 130.4	8	6	1169	3513
斧	fǔ	axe, hatchet; chop, hew	斤 69.4	8		1170	2771
爸	bà	father, papa	父 88.4	8	1	1171	1050
采	cǎi	collect, gather; pick, pluck	釆 165.1	8	5	1172	585
觅	mì	seek; search	爪 87.4	8	6	1173	2825
受	shòu	receive, accept, get; bear, stand	又 29.6	8	4	1174	238
乳	rǔ	breast, nipples; milk, suckle	乙 5.7	8	6	1175	1831
贪	tān	be greedy, covet; covetous	貝 154.4	8	6	1176	1874
念	niàn	think of, recall, study	心 61.4	8	5	1177	477
贫	pín	poor, impoverished, needy	貝 154.4	8	6	1178	1359
忿	fèn	get angry; fury, exasperation	心 61.4	8		1179	3145
肤	fū	skin; superficial, shallow	肉 130.4	8	4	1180	1790
肺	fèi	lungs	肉 130.4	8	6	1181	2044
肢	zhī	human limbs; animal feet	肉 130.4	8	6	1182	2335
肿	zhǒng	swell; swollen; swelling	肉 130.4	8	6	1183	1792
胀	zhàng	swell, inflate, expand	肉 130.4	8	6	1184	2083
朋	péng	friend, pal, acquaintance	月 74.4	8	1	1185	882
股	gǔ	thighs, haunches, rump; share	肉 130.4	8	5	1186	644
肮	āng	dirty	肉 130.4	8		1187	3194
肪	fáng	animal fat	肉 130.4	8	6	1188	3005
肥	féi	fat, plump, obese; fertile	肉 130.4	8	4	1189	1620
服	fú	clothes; wear, dress	月 74.4	8	1	1190	365
胁	xié	ribs, armpits; flank; threaten	肉 130.4	8	5	1191	1494
周	zhōu	Zhou dynasty; circumference	口 30.5	8	3	1192	490
昏	hūn	dusk, nightfall, twilight, dark	日 72.4	8	6	1193	1561
鱼	yú	fish; surname; KangXi radical 195	魚 195.0	8	2	1194	852
兔	tù	rabbit, hare	儿 10.6	8	5	1195	2364
狐	hú	species of fox	犬 94.5	8		1196	2321
忽	hū	suddenly, abruptly; neglect	心 61.4	8	5	1197	912
狗	gǒu	dog, canis familiaris	犬 94.5	8	1	1198	1281
狞	níng	ferocious appearance; hideous	犬 94.5	8		1199	3457
备	bèi	prepare, ready, perfect	夂 34.5	8	2	1200	397
饰	shì	decorate, ornament, adorn	食 184.5	8	5	1201	1604
饱	bǎo	full (eaten)	食 184.5	8	3	1202	1998
饲	sì	raise animals; feed; nourish	食 184.5	8	6	1203	1971
变	biàn	change, transform, alter; rebel	又 29.6	8	3	1204	225
京	jīng	capital city	亠 8.6	8	1	1205	566
享	xiǎng	enjoy	亠 8.6	8	5	1206	1227
庞	páng	disorderly, messy; huge, big	广 53.5	8	6	1207	1849
店	diàn	shop, store; inn, hotel	广 53.5	8	1	1208	1041
夜	yè	night, dark; in night; by night	夕 36.5	8	5	1209	665
庙	miào	temple, shrine; imperial court	广 53.5	8	6	1210	1889
府	fǔ	prefecture; prefect; government	广 53.5	8	5	1211	417
底	dǐ	bottom, underneath, underside	广 53.5	8	4	1212	543
疟	nüè	intermittent fever; malaria	疒 104.3	8		1213	4153
疙	gē	pimple, sore, boil, wart, pustule	疒 104.3	8	6	1214	3527
疚	jiù	chronic disease, chronic illness; sorrow	疒 104.3	8		1215	3203
剂	jì	medicinal preparation	刀 18.6	8	6	1216	1546
卒	zú	soldier; servant; at last, finally	十 24.6	8		1217	2584
郊	jiāo	suburbs; waste land, open spaces	邑 163.6	8	4	1218	2351
庚	gēng	7th heavenly stem	广 53.5	8		1219	3072
废	fèi	abrogate, terminate, discard	广 53.5	8	5	1220	1376
净	jìng	clean, pure; cleanse	冫 15.6	8	3	1221	1377
盲	máng	blind; unperceptive, shortsighted	目 109.3	8	6	1222	2079
放	fàng	put, release, free, liberate	攴 66.4	8	3	1223	291
刻	kè	carve, engrave; quarter hour	刀 18.6	8	3	1224	618
育	yù	produce, give birth to; educate	肉 130.4	8	3	1225	609
氓	máng	people; subjects; vassals	氏 83.4	8	6	1226	3060
闸	zhá	sluice; flood gate, canal lock	門 169.5	8		1227	3280
闹	nào	quarrel; dispute hotly	門 169.5	8	4	1228	1336
郑	zhèng	a surname, city name in Henan	邑 163.6	8	6	1229	1132
券	quàn	certificate, ticket; title deeds	刀 18.6	8	6	1230	1481
卷	juǎn	scroll; curl; make a comeback	卩 26.6	8	5	1231	1016
单	dān	single, individual, only; lone	八 12.6	8	3	1232	389
炬	jù	torch	火 86.5	8		1233	3429
炒	chǎo	fry, saute, roast, boil, cook	火 86.4	8	5	1234	2590
炊	chuī	cook; meal	火 86.4	8	6	1235	3333
炕	kàng	the brick-bed in northern China	火 86.4	8		1236	2975
炎	yán	flame, blaze; hot	火 86.4	8	6	1237	1324
炉	lú	fireplace, stove, oven, furnace	火 86.4	8	6	1238	1980
沫	mò	froth, foam, bubbles, suds	水 85.5	8	6	1239	2495
浅	qiǎn	shallow, not deep; superficial	水 85.5	8	5	1240	1721
法	fǎ	law, rule, regulation, statute; France, French	水 85.5	8	3	1241	65
泄	xiè	leak; vent; flow; reveal	水 85.5	8	6	1242	2010
沽	gū	buy and sell; inferior in quality	水 85.5	8		1243	3492
河	hé	river; stream; yellow river	水 85.5	8	3	1244	574
沾	zhān	moisten, wet, soak; touch	水 85.5	8	6	1245	2402
泪	lèi	tears; weep, cry	水 85.5	8	5	1246	1271
沮	jǔ	stop, prevent; defeated, dejected	水 85.5	8	6	1247	2878
油	yóu	oil, fat, grease, lard; paints	水 85.5	8	4	1248	948
泊	pō	anchor vessel; lie at anchor	水 85.5	8	6	1249	2043
沿	yán	follow a course, go along	水 85.5	8	6	1250	1182
泡	pào	bubbles, suds; blister; soak	水 85.5	8	6	1251	2000
注	zhù	concentrate, focus, direct	水 85.5	8	3	1252	492
泣	qì	cry, sob, weep	水 85.5	8	6	1253	2449
泞	nìng	mud; miry, muddy, stagnant	水 85.5	8		1254	3936
泻	xiè	drain off, leak; flow, pour down	水 85.5	8	6	1255	2715
泌	mì	to seep out, excrete	水 85.5	8	6	1256	2609
泳	yǒng	dive; swim	水 85.5	8	2	1257	2607
泥	ní	mud, mire; earth, clay; plaster	水 85.5	8	6	1258	1499
沸	fèi	boil, bubble up, gush	水 85.5	8	6	1259	2698
沼	zhǎo	lake, fishpond, swamps	水 85.5	8	6	1260	2480
波	bō	waves, breakers; undulations	水 85.5	8	6	1261	664
泼	pō	pour, splash, water, sprinkle	水 85.5	8	4	1262	2327
泽	zé	marsh, swamp; grace, brilliance	水 85.5	8	6	1263	951
治	zhì	govern, regulate, administer	水 85.5	8	5	1264	274
怔	zhēng	a disease resembling neurosis	心 61.5	8		1265	2191
怯	qiè	lacking in courage, afraid	心 61.5	8	6	1266	2488
怖	bù	terror, fear; frighten; terrified	心 61.5	8	6	1267	1776
性	xìng	nature, character, sex	心 61.5	8	4	1268	122
怕	pà	to fear, be afraid of; apprehensive	心 61.5	8	3	1269	631
怜	lián	pity, sympathize	心 61.5	8	4	1270	1599
怪	guài	strange, unusual, peculiar	心 61.5	8	3	1271	775
怡	yí	harmony; pleasure, joy; be glad	心 61.5	8		1272	2519
学	xué	learning, knowledge; school	子 39.5	8	1	1273	66
宝	bǎo	treasure, jewel; precious, rare	宀 40.5	8	5	1274	811
宗	zōng	lineage, ancestry; ancestor, clan	宀 40.5	8	6	1275	727
定	dìng	decide, settle, fix	宀 40.5	8	3	1276	77
宠	chǒng	favorite, concubine; favor	宀 40.5	8	5	1277	2422
宜	yí	suitable, right, fitting, proper	宀 40.5	8	2	1278	1290
审	shěn	examine, investigate; judge	宀 40.5	8	6	1279	746
宙	zhòu	time as concept; infinite time	宀 40.5	8	6	1280	1421
官	guān	official, public servant	宀 40.5	8	5	1281	432
空	kōng	empty, hollow, bare, deserted	穴 116.3	8	3	1282	272
帘	lián	flag-sign of a tavern	巾 50.5	8	5	1283	2458
宛	wǎn	seem, as if, crooked	宀 40.5	8		1284	2528
实	shí	real, true; honest, sincere	宀 40.5	8	3	1285	100
试	shì	test, try, experiment	言 149.6	8	2	1286	643
郎	láng	gentleman, young man; husband	邑 163.6	8	6	1287	1457
诗	shī	poetry; poem, verse, ode	言 149.6	8	5	1288	906
肩	jiān	shoulders; to shoulder; bear	肉 130.4	8	5	1289	1415
房	fáng	house, building; room	戶 63.4	8	2	1290	512
诚	chéng	sincere, honest; true, real	言 149.6	8	4	1291	1154
衬	chèn	underwear; inner garments	衣 145.3	8	3	1292	2502
衫	shān	shirt; robe; gown; jacket	衣 145.3	8	3	1293	2153
视	shì	look at, inspect, observe, see	見 147.4	8	1	1294	438
祈	qí	pray; entreat, beseech	示 113.4	8		1295	2443
话	huà	speech, talk, language; dialect	言 149.6	8	1	1296	170
诞	dàn	bear children, give birth; birth	言 149.8	8	6	1297	1997
诡	guǐ	deceive, cheat, defraud; sly	言 149.6	8		1298	2578
询	xún	inquire into, ask about; consult	言 149.6	8	5	1299	1617
该	gāi	should, ought to, need to	言 149.6	8	3	1300	319
详	xiáng	detailed, complete, thorough	言 149.6	8	4	1301	1439
建	jiàn	build, establish, erect, found	廴 54.6	8	4	1302	244
肃	sù	pay respects; reverently	聿 129.4	8	5	1303	1518
录	lù	copy, write down, record	彐 58.5	8	5	1304	919
隶	lì	subservient; servant; KangXi radical 171	隶 171.0	8	6	1305	1801
帚	zhǒu	broom, broomstick	巾 50.5	8		1306	3630
屉	tì	drawer; tray; pad; screen	尸 44.5	8	5	1307	3127
居	jū	live, dwell, reside, sit	尸 44.5	8	3	1308	678
届	jiè	numerary adjunct for time, term	尸 44.5	8	5	1309	1522
刷	shuā	brush; clean with brush, scrub	刀 18.6	8	3	1310	1824
屈	qū	bend, flex; bent, crooked; crouch	尸 44.5	8	5	1311	1684
弧	hú	wooden bow; arc, crescent	弓 57.5	8		1312	3062
弥	mí	extensive, full; fill; complete	弓 57.5	8	6	1313	1785
弦	xián	string; hypotenuse, crescent	弓 57.5	8	6	1314	2258
承	chéng	inherit, receive; succeed	手 64.4	8	5	1315	639
孟	mèng	first in series; great, eminent	子 39.5	8		1316	1575
陋	lòu	narrow; crude, coarse; ugly	阜 170.6	8	6	1317	2660
陌	mò	foot path between rice fields	阜 170.6	8	5	1318	2243
孤	gū	orphan, fatherless; solitary	子 39.5	8	6	1319	1334
陕	shǎn	mountain pass; Shanxi province	阜 170.6	8		1320	2159
降	jiàng	descend, fall, drop; lower, down	阜 170.6	8	4	1321	744
函	hán	correspondence; a case; a box	凵 17.6	8		1322	1950
限	xiàn	boundary, limit, line	阜 170.6	8	5	1323	613
妹	mèi	younger sister	女 38.5	8	2	1324	1185
姑	gū	paternal aunt	女 38.5	8	5	1325	994
姐	jiě	elder sister, young lady	女 38.5	8	1	1326	830
姓	xìng	surname	女 38.5	8	2	1327	1149
妮	nī	maid, servant girl; cute girl	女 38.5	8		1328	2124
始	shǐ	begin, start; then, only then	女 38.5	8	2	1329	381
姆	mǔ	nanny	女 38.5	8	6	1330	1061
迢	tiáo	far; distant	辵 162.5	8		1331	3898
驾	jià	to drive, sail, fly; a cart, carriage	馬 187.5	8	5	1332	1567
叁	sān		厶 28.6	8		1333	4396
参	cān	take part in, intervene; ginseng	厶 28.6	8	3	1334	507
艰	jiān	difficult, hard; distressing	又 29.6	8	5	1335	1647
线	xiàn	line, thread, wire; clue	糸 120.5	8	4	1336	430
练	liàn	to practice, drill, exercise, train	糸 120.5	8	3	1337	1005
组	zǔ	class; section, department	糸 120.5	8	5	1338	358
绅	shēn	girdle; tie, bind; gentry	糸 120.5	8	6	1339	2554
细	xì	fine, tiny; slender, thin	糸 120.5	8	4	1340	597
驶	shǐ	sail, drive, pilot; fast, quick	馬 187.5	8	5	1341	1520
织	zhī	weave, knit; organize, unite	糸 120.5	8	5	1342	578
驹	jū	colt; fleet, swift; sun; surname	馬 187.5	8		1343	3691
终	zhōng	end; finally, in the end	糸 120.5	8	3	1344	558
驻	zhù	to be stationed at, reside at; to stop	馬 187.5	8	6	1345	1288
绊	bàn	loop, catch; fetter, shackle	糸 120.5	8		1346	3183
驼	tuó	a camel; humpbacked; to carry on the back	馬 187.5	8		1347	2638
绍	shào	continue, carry on; join	糸 120.5	8	2	1348	1234
绎	yì	to unravel or unreel silk; to interpret	糸 120.5	8	6	1349	3015
经	jīng	classic works; pass through	糸 120.5	8	2	1350	62
贯	guàn	a string of 1000 coins; to go through	貝 154.4	8	6	1351	1478
契	qì	deed, contract, bond; engrave	大 37.6	9		1352	1819
贰	èr	number two	弋 56.6	9		1353	3894
奏	zòu	memorialize emperor; report	大 37.6	9	6	1354	1543
春	chūn	spring; wanton	日 72.5	9	3	1355	921
帮	bāng	help, assist; defend; shoe upper	巾 50.7	9	2	1356	769
玷	diàn	flaw in gem; flaw in character	玉 96.5	9		1357	4069
珍	zhēn	precious, valuable, rare	玉 96.5	9	5	1358	1314
玲	líng	tinkling of jade	玉 96.5	9		1359	1855
珊	shān	coral	玉 96.5	9		1360	2555
玻	bō	glass	玉 96.5	9	5	1361	1769
毒	dú	poison, venom; poisonous	毋 80.4	9	5	1362	947
型	xíng	pattern, model, type; law; mold	土 32.6	9	5	1363	556
拭	shì	wipe away stains with cloth	手 64.6	9		1364	3337
挂	guà	hang, suspend; suspense	手 64.6	9	4	1365	1232
封	fēng	letter, envelope; feudal	寸 41.6	9	4	1366	871
持	chí	sustain, support; hold, grasp	手 64.6	9	4	1367	357
拷	kǎo	torture and interrogate; hit	手 64.6	9		1368	3230
拱	gǒng	fold hands on breast; bow, salute	手 64.6	9		1369	2573
项	xiàng	neck, nape of neck; sum; funds	頁 181.3	9	5	1370	571
垮	kuǎ	be defeated, fail, collapse	土 32.6	9		1371	2674
挎	kuà	carry	手 64.6	9	6	1372	4005
城	chéng	castle; city, town; municipality	土 32.7	9	3	1373	413
挟	xié	clasp under arm; hold to bosom	手 64.6	9		1374	2816
挠	náo	scratch; disturb, bother; submit	手 64.6	9	6	1375	2794
政	zhèng	government, political affairs	攴 66.4	9	5	1376	150
赴	fù	go to; attend, be present	走 156.2	9	6	1377	1843
赵	zhào	surname; ancient state	走 156.2	9		1378	1169
挡	dǎng	obstruct, impede; stop; resist	手 64.6	9	5	1379	1933
拽	zhuāi	drag, tow; throw; twist	手 64.6	9	6	1380	3248
哉	zāi	final exclamatory particle	口 30.6	9		1381	2758
挺	tǐng	to stand upright, straighten; rigid	手 64.7	9	4	1382	1467
括	kuò	include, embrace, enclose	手 64.6	9	5	1383	850
垢	gòu	dirt, filth, stains; dirty	土 32.6	9		1384	3284
拴	shuān	bind with rope, fasten	手 64.6	9		1385	3170
拾	shí	pick up, collect, tidy up; accounting form of the numeral ten	手 64.6	9	4	1386	1961
挑	tiāo	a load carried on the shoulders; to carry	手 64.6	9	5	1387	1309
垛	duǒ	heap, pile; pile up, heap up	土 32.6	9		1388	4009
指	zhǐ	finger, toe; point, indicate	手 64.6	9	4	1389	261
垫	diàn	advance money, pay for another	土 32.6	9	6	1390	2597
挣	zhēng	strive, endeavor, struggle	手 64.6	9	5	1391	1875
挤	jǐ	crowd, squeeze, push against	手 64.6	9	5	1392	1661
拼	pīn	join together, link, incorporate	手 64.6	9	5	1393	1820
挖	wā	dig, dig out, gouge out, scoop	手 64.6	9	6	1394	1860
按	àn	put hand on, press down with hand	手 64.6	9	4	1395	573
挥	huī	direct; wipe away; squander	手 64.6	9	5	1396	742
挪	nuó	move, shift on one side	手 64.7	9	6	1397	2204
拯	zhěng	help, save, aid; lift, raise	手 64.6	9		1398	2754
某	mǒu	certain thing or person	木 75.5	9	5	1399	517
甚	shén	great extent; considerably	甘 99.4	9	4	1400	626
荆	jīng	thorns; brambles; my wife; cane	刀 18.8	9		1401	2551
茸	rōng	soft, downy; buds, sprouts	艸 140.6	9		1402	3343
革	gé	leather, animal hides; rad. 177	革 177.0	9	5	1403	521
茬	chá	harvest	艸 140.6	9		1404	3790
荐	jiàn	repeat, reoccur; recommend	艸 140.6	9	5	1405	2367
巷	xiàng	alley, lane	己 49.6	9	6	1406	2399
带	dài	belt, girdle, band, strap, zone	巾 50.6	9	3	1407	342
草	cǎo	grass, straw, thatch, herbs	艸 140.6	9	3	1408	789
茧	jiǎn	cocoon; callus, blister	艸 140.6	9		1409	3608
茵	yīn	a cushion, mattress; wormwood; Skimmia japon	艸 140.6	9		1410	2765
茶	chá	tea	艸 140.6	9	1	1411	1272
